manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price_class
honda,sedan,mid-size,2014,excellent,gas,97619,automatic,fwd,4 cylinders,silver,8000~16000
chevrolet,sedan,full-size,2014,like new,gas,19985,automatic,fwd,6 cylinders,silver,8000~16000
audi,SUV,mid-size,2012,excellent,gas,94000,automatic,4wd,4 cylinders,white,8000~16000
mercedes-benz,sedan,full-size,2007,excellent,gas,100194,automatic,4wd,8 cylinders,silver,8000~16000
cadillac,SUV,full-size,2008,excellent,gas,143684,automatic,rwd,8 cylinders,blue,8000~16000
gmc,truck,full-size,2005,good,diesel,187565,automatic,rwd,8 cylinders,black,8000~16000
jeep,SUV,full-size,2012,good,gas,96179,automatic,rwd,6 cylinders,red,8000~16000
buick,SUV,full-size,2012,excellent,gas,131000,automatic,4wd,6 cylinders,brown,8000~16000
hyundai,sedan,full-size,2015,excellent,gas,59586,automatic,fwd,4 cylinders,grey,8000~16000
ram,pickup,full-size,2006,excellent,gas,161758,automatic,4wd,8 cylinders,black,8000~16000
ford,truck,full-size,2005,good,gas,175721,automatic,rwd,8 cylinders,white,8000~16000
subaru,sedan,mid-size,2012,excellent,gas,77561,automatic,4wd,6 cylinders,white,8000~16000
hyundai,sedan,mid-size,2015,excellent,gas,60859,automatic,fwd,4 cylinders,red,8000~16000
ford,truck,full-size,2007,like new,diesel,67461,automatic,rwd,8 cylinders,white,8000~16000
mini,sedan,sub-compact,2012,excellent,gas,68975,automatic,fwd,4 cylinders,blue,8000~16000
toyota,sedan,full-size,2015,like new,gas,69734,automatic,fwd,4 cylinders,white,8000~16000
chevrolet,van,full-size,2012,good,gas,82471,automatic,rwd,8 cylinders,white,8000~16000
ram,van,mid-size,2017,excellent,gas,102460,automatic,fwd,4 cylinders,white,8000~16000
volvo,SUV,full-size,2013,excellent,gas,107311,automatic,4wd,6 cylinders,silver,8000~16000
chevrolet,SUV,full-size,2017,excellent,gas,117000,automatic,fwd,6 cylinders,silver,8000~16000
chevrolet,van,full-size,2017,excellent,gas,122067,automatic,rwd,8 cylinders,white,8000~16000
ford,SUV,full-size,2014,good,gas,135387,automatic,fwd,6 cylinders,silver,8000~16000
gmc,SUV,full-size,2014,excellent,gas,139852,automatic,fwd,4 cylinders,custom,8000~16000
ford,pickup,mid-size,2003,like new,gas,146487,automatic,4wd,6 cylinders,green,8000~16000
toyota,mini-van,full-size,2013,like new,gas,157000,automatic,rwd,6 cylinders,black,8000~16000
ford,pickup,full-size,2011,excellent,gas,184464,automatic,4wd,8 cylinders,red,8000~16000
ford,truck,full-size,2006,excellent,diesel,232091,automatic,4wd,8 cylinders,white,8000~16000
ford,truck,full-size,2006,excellent,diesel,232091,automatic,4wd,8 cylinders,white,8000~16000
kia,sedan,mid-size,2016,excellent,gas,36283,automatic,fwd,4 cylinders,silver,8000~16000
chevrolet,SUV,mid-size,2013,excellent,gas,97381,automatic,4wd,4 cylinders,white,8000~16000
honda,van,full-size,2011,good,gas,121865,automatic,fwd,6 cylinders,grey,8000~16000
subaru,sedan,mid-size,2004,good,gas,3400,manual,4wd,4 cylinders,blue,8000~16000
volkswagen,sedan,compact,2015,like new,diesel,50010,automatic,fwd,4 cylinders,red,8000~16000
ford,mini-van,full-size,2015,excellent,gas,60000,automatic,fwd,4 cylinders,white,8000~16000
ram,truck,full-size,2009,excellent,gas,100000,automatic,rwd,8 cylinders,white,8000~16000
ford,pickup,full-size,2008,excellent,diesel,217218,automatic,rwd,8 cylinders,white,8000~16000
ram,truck,full-size,2005,like new,diesel,341000,automatic,4wd,6 cylinders,white,8000~16000
volkswagen,sedan,full-size,2013,excellent,diesel,65675,automatic,fwd,4 cylinders,grey,8000~16000
acura,sedan,mid-size,2015,excellent,gas,100107,automatic,fwd,6 cylinders,white,8000~16000
mercedes-benz,sedan,mid-size,2011,excellent,gas,83078,automatic,4wd,6 cylinders,white,8000~16000
toyota,sedan,full-size,2013,excellent,gas,99800,automatic,fwd,6 cylinders,white,8000~16000
mazda,hatchback,compact,2015,excellent,gas,57441,automatic,fwd,4 cylinders,blue,8000~16000
toyota,pickup,mid-size,2013,excellent,gas,152778,automatic,rwd,4 cylinders,silver,8000~16000
acura,SUV,full-size,2012,excellent,gas,130186,automatic,4wd,6 cylinders,silver,8000~16000
lincoln,sedan,mid-size,2013,excellent,gas,76688,automatic,fwd,6 cylinders,red,8000~16000
mercedes-benz,SUV,mid-size,2013,good,diesel,123269,automatic,4wd,4 cylinders,grey,8000~16000
nissan,SUV,mid-size,2013,like new,gas,124378,automatic,rwd,6 cylinders,grey,8000~16000
chevrolet,SUV,full-size,2012,good,gas,156386,automatic,4wd,8 cylinders,black,8000~16000
kia,sedan,compact,2016,excellent,gas,60000,automatic,fwd,4 cylinders,white,8000~16000
toyota,sedan,mid-size,2016,excellent,gas,76000,automatic,fwd,4 cylinders,grey,8000~16000
acura,SUV,full-size,2015,excellent,gas,81000,automatic,fwd,6 cylinders,blue,8000~16000
buick,SUV,mid-size,2014,excellent,gas,130642,automatic,fwd,6 cylinders,silver,8000~16000
ram,truck,full-size,2001,good,diesel,140000,automatic,4wd,6 cylinders,white,8000~16000
chevrolet,sedan,full-size,2017,excellent,gas,96000,automatic,4wd,4 cylinders,blue,8000~16000
subaru,coupe,compact,2009,excellent,gas,99975,manual,4wd,4 cylinders,silver,8000~16000
ford,truck,full-size,2007,good,diesel,93076,manual,rwd,6 cylinders,white,8000~16000
nissan,sedan,mid-size,2016,like new,gas,75736,automatic,fwd,4 cylinders,white,8000~16000
gmc,truck,full-size,2010,excellent,gas,98334,automatic,4wd,4 cylinders,white,8000~16000
bmw,sedan,mid-size,2014,excellent,gas,104185,automatic,rwd,4 cylinders,blue,8000~16000
honda,sedan,compact,2013,like new,gas,29582,automatic,fwd,4 cylinders,silver,8000~16000
toyota,SUV,full-size,2013,good,gas,97243,automatic,4wd,4 cylinders,custom,8000~16000
subaru,SUV,mid-size,2013,like new,gas,122235,automatic,4wd,4 cylinders,grey,8000~16000
nissan,truck,mid-size,2015,excellent,gas,140000,automatic,4wd,6 cylinders,blue,8000~16000
ram,pickup,full-size,2012,excellent,gas,143153,automatic,4wd,8 cylinders,white,8000~16000
cadillac,sedan,full-size,2012,excellent,gas,55450,automatic,rwd,6 cylinders,white,8000~16000
chevrolet,truck,full-size,2004,like new,gas,148000,automatic,4wd,8 cylinders,white,8000~16000
chevrolet,sedan,mid-size,2017,like new,gas,30216,automatic,fwd,4 cylinders,white,8000~16000
mini,hatchback,compact,2015,excellent,gas,47537,automatic,fwd,4 cylinders,grey,8000~16000
buick,SUV,full-size,2012,excellent,gas,129094,automatic,fwd,6 cylinders,brown,8000~16000
chevrolet,pickup,full-size,2011,excellent,gas,159376,automatic,4wd,8 cylinders,silver,8000~16000
ford,convertible,sub-compact,2003,excellent,gas,41885,automatic,rwd,8 cylinders,silver,8000~16000
ford,SUV,mid-size,2015,like new,gas,50071,automatic,4wd,4 cylinders,blue,8000~16000
ford,SUV,sub-compact,2015,good,gas,62623,automatic,fwd,4 cylinders,silver,8000~16000
chrysler,sedan,mid-size,2016,excellent,gas,70863,automatic,fwd,4 cylinders,blue,8000~16000
chevrolet,van,mid-size,2012,good,gas,79946,automatic,rwd,8 cylinders,white,8000~16000
chevrolet,van,full-size,2011,good,gas,89049,automatic,rwd,8 cylinders,red,8000~16000
ford,SUV,full-size,2014,good,gas,103299,automatic,fwd,6 cylinders,grey,8000~16000
chevrolet,coupe,compact,2014,excellent,gas,115000,automatic,rwd,6 cylinders,black,8000~16000
ford,van,full-size,2012,good,gas,117156,automatic,rwd,8 cylinders,white,8000~16000
mercedes-benz,sedan,mid-size,2013,excellent,gas,123000,automatic,rwd,6 cylinders,white,8000~16000
jeep,SUV,mid-size,2015,like new,gas,125961,automatic,rwd,4 cylinders,black,8000~16000
audi,convertible,mid-size,2012,like new,gas,130258,automatic,4wd,6 cylinders,black,8000~16000
gmc,SUV,full-size,2013,good,gas,193595,automatic,fwd,6 cylinders,white,8000~16000
kia,SUV,mid-size,2015,excellent,gas,55513,automatic,4wd,4 cylinders,black,8000~16000
mini,hatchback,compact,2015,excellent,gas,43559,automatic,fwd,4 cylinders,orange,8000~16000
honda,SUV,mid-size,2016,good,gas,39647,automatic,fwd,4 cylinders,white,8000~16000
ford,pickup,full-size,2011,excellent,gas,122000,automatic,4wd,8 cylinders,red,8000~16000
ford,pickup,full-size,2007,good,diesel,126000,automatic,4wd,8 cylinders,white,8000~16000
ford,truck,full-size,2010,excellent,gas,140000,automatic,4wd,8 cylinders,silver,8000~16000
ford,truck,full-size,2011,excellent,gas,170357,automatic,rwd,8 cylinders,silver,8000~16000
buick,sedan,mid-size,2013,excellent,gas,21553,automatic,fwd,4 cylinders,white,8000~16000
hyundai,coupe,compact,2014,excellent,gas,87150,manual,fwd,4 cylinders,blue,8000~16000
chevrolet,truck,full-size,2015,good,gas,79313,automatic,rwd,4 cylinders,white,8000~16000
jeep,SUV,mid-size,2015,excellent,gas,56112,automatic,fwd,4 cylinders,red,8000~16000
nissan,wagon,mid-size,2015,excellent,gas,67084,automatic,4wd,4 cylinders,red,8000~16000
nissan,SUV,mid-size,2013,excellent,gas,70934,automatic,4wd,6 cylinders,black,8000~16000
chevrolet,truck,full-size,2011,excellent,gas,155057,automatic,4wd,8 cylinders,blue,8000~16000
ford,truck,full-size,2004,good,diesel,166215,manual,4wd,8 cylinders,blue,8000~16000
ford,sedan,mid-size,2016,like new,gas,21847,automatic,fwd,4 cylinders,white,8000~16000
jeep,SUV,mid-size,2016,excellent,gas,53000,automatic,fwd,4 cylinders,silver,8000~16000
honda,SUV,full-size,2013,excellent,gas,69043,automatic,fwd,6 cylinders,white,8000~16000
infiniti,sedan,full-size,2009,excellent,gas,84000,automatic,rwd,6 cylinders,blue,8000~16000
lincoln,sedan,compact,2014,excellent,gas,61363,automatic,fwd,4 cylinders,custom,8000~16000
kia,SUV,full-size,2017,good,gas,9551,automatic,fwd,4 cylinders,silver,8000~16000
chevrolet,sedan,mid-size,2013,like new,gas,44000,manual,rwd,6 cylinders,white,8000~16000
ford,sedan,mid-size,2018,excellent,gas,71293,automatic,fwd,4 cylinders,blue,8000~16000
mazda,sedan,mid-size,2017,like new,gas,58400,automatic,fwd,4 cylinders,black,8000~16000
lincoln,sedan,compact,2014,excellent,gas,61363,automatic,fwd,4 cylinders,custom,8000~16000
ford,truck,full-size,2012,excellent,gas,200442,automatic,rwd,8 cylinders,white,8000~16000
toyota,pickup,full-size,2005,excellent,gas,203143,automatic,rwd,6 cylinders,white,8000~16000
gmc,truck,full-size,2009,good,gas,152498,automatic,4wd,8 cylinders,black,8000~16000
dodge,van,mid-size,2019,excellent,gas,98402,automatic,fwd,6 cylinders,silver,8000~16000
hyundai,sedan,mid-size,2017,excellent,gas,70134,automatic,fwd,4 cylinders,blue,8000~16000
chevrolet,sedan,mid-size,2017,excellent,gas,70404,manual,fwd,4 cylinders,silver,8000~16000
mercedes-benz,sedan,compact,2012,excellent,gas,79952,automatic,4wd,6 cylinders,red,8000~16000
toyota,SUV,full-size,2012,good,gas,170500,automatic,4wd,8 cylinders,white,8000~16000
subaru,sedan,compact,2015,excellent,gas,63100,automatic,4wd,4 cylinders,blue,8000~16000
bmw,convertible,full-size,2009,excellent,gas,57600,automatic,rwd,6 cylinders,blue,8000~16000
audi,sedan,compact,2015,excellent,gas,71870,automatic,fwd,4 cylinders,white,8000~16000
jeep,convertible,full-size,2007,good,gas,173722,automatic,4wd,6 cylinders,silver,8000~16000
audi,sedan,compact,2011,excellent,gas,83638,manual,4wd,4 cylinders,red,8000~16000
ford,van,mid-size,2013,good,gas,120284,automatic,rwd,8 cylinders,silver,8000~16000
chevrolet,truck,full-size,2011,good,diesel,224000,automatic,4wd,8 cylinders,white,8000~16000
gmc,truck,full-size,2008,good,diesel,264303,automatic,4wd,8 cylinders,silver,8000~16000
honda,sedan,full-size,2017,excellent,gas,76805,automatic,fwd,4 cylinders,white,8000~16000
ford,truck,full-size,2008,good,gas,109026,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2008,good,gas,109026,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2008,good,gas,172439,automatic,rwd,8 cylinders,white,8000~16000
mazda,sedan,compact,2015,excellent,gas,22000,automatic,fwd,4 cylinders,black,8000~16000
nissan,SUV,mid-size,2016,excellent,gas,69425,automatic,4wd,4 cylinders,black,8000~16000
nissan,SUV,mid-size,2016,excellent,gas,69425,automatic,4wd,4 cylinders,black,8000~16000
chevrolet,truck,full-size,2010,excellent,hybrid,72400,automatic,rwd,8 cylinders,white,8000~16000
jeep,SUV,compact,2016,excellent,gas,75493,automatic,4wd,4 cylinders,red,8000~16000
dodge,sedan,full-size,2015,like new,gas,76000,automatic,rwd,6 cylinders,blue,8000~16000
bmw,sedan,mid-size,2013,excellent,gas,102000,automatic,rwd,4 cylinders,white,8000~16000
ford,truck,full-size,2010,excellent,gas,102000,automatic,4wd,8 cylinders,black,8000~16000
ford,truck,full-size,2010,excellent,gas,102000,automatic,4wd,8 cylinders,black,8000~16000
toyota,van,full-size,2014,excellent,gas,113410,automatic,fwd,6 cylinders,grey,8000~16000
chevrolet,sedan,full-size,2014,excellent,gas,115000,automatic,fwd,6 cylinders,black,8000~16000
honda,sedan,mid-size,2016,good,gas,123266,automatic,fwd,4 cylinders,black,8000~16000
ford,truck,full-size,2014,excellent,gas,130636,automatic,4wd,8 cylinders,white,8000~16000
chevrolet,pickup,full-size,2012,excellent,gas,138000,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2010,like new,gas,178253,automatic,4wd,8 cylinders,black,8000~16000
ford,truck,full-size,2011,excellent,gas,198274,automatic,4wd,8 cylinders,white,8000~16000
chevrolet,SUV,full-size,2011,good,gas,203754,automatic,4wd,8 cylinders,custom,8000~16000
kia,sedan,mid-size,2017,excellent,gas,42997,automatic,fwd,4 cylinders,red,8000~16000
mercedes-benz,coupe,full-size,2007,good,gas,79900,automatic,rwd,8 cylinders,black,8000~16000
infiniti,SUV,mid-size,2013,excellent,gas,116853,automatic,fwd,6 cylinders,grey,8000~16000
ford,truck,full-size,2008,excellent,gas,169445,automatic,4wd,8 cylinders,blue,8000~16000
mazda,convertible,compact,2015,excellent,gas,10400,manual,rwd,4 cylinders,red,8000~16000
toyota,mini-van,full-size,2011,good,gas,70000,manual,fwd,6 cylinders,grey,8000~16000
kia,SUV,compact,2016,excellent,gas,81574,automatic,4wd,4 cylinders,silver,8000~16000
nissan,SUV,compact,2015,like new,gas,93000,automatic,4wd,4 cylinders,silver,8000~16000
ford,truck,full-size,2004,excellent,diesel,245000,automatic,rwd,8 cylinders,white,8000~16000
ram,truck,full-size,2003,good,diesel,258000,manual,4wd,6 cylinders,white,8000~16000
ram,truck,full-size,2012,good,diesel,337000,automatic,4wd,3 cylinders,black,8000~16000
ford,SUV,full-size,2015,like new,gas,152000,automatic,fwd,6 cylinders,silver,8000~16000
toyota,sedan,full-size,2017,like new,gas,44000,automatic,fwd,4 cylinders,black,8000~16000
toyota,truck,mid-size,2012,excellent,gas,135736,automatic,rwd,4 cylinders,grey,8000~16000
acura,sedan,mid-size,2015,excellent,gas,132490,automatic,fwd,4 cylinders,black,8000~16000
bmw,sedan,compact,2015,excellent,gas,45447,automatic,4wd,4 cylinders,blue,8000~16000
rover,SUV,full-size,2011,excellent,gas,94694,automatic,4wd,8 cylinders,black,8000~16000
chrysler,sedan,full-size,2014,good,gas,106000,automatic,fwd,6 cylinders,black,8000~16000
buick,SUV,full-size,2017,excellent,gas,30837,automatic,fwd,4 cylinders,silver,8000~16000
bmw,sedan,full-size,2014,like new,diesel,57500,automatic,4wd,4 cylinders,red,8000~16000
chevrolet,SUV,full-size,2011,good,gas,148050,automatic,4wd,8 cylinders,black,8000~16000
toyota,SUV,mid-size,2013,excellent,gas,100984,automatic,fwd,4 cylinders,grey,8000~16000
chevrolet,truck,full-size,2009,excellent,diesel,232037,automatic,4wd,8 cylinders,white,8000~16000
ram,truck,full-size,2015,good,gas,80246,automatic,rwd,6 cylinders,grey,8000~16000
ford,van,full-size,2016,excellent,gas,99736,automatic,fwd,4 cylinders,white,8000~16000
jeep,SUV,mid-size,2012,excellent,gas,116000,manual,4wd,6 cylinders,white,8000~16000
mercedes-benz,coupe,compact,2011,excellent,gas,86901,automatic,rwd,6 cylinders,black,8000~16000
audi,SUV,full-size,2014,good,gas,99991,automatic,rwd,4 cylinders,white,8000~16000
ford,truck,full-size,2012,good,gas,67820,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2012,good,gas,67820,automatic,rwd,8 cylinders,white,8000~16000
jeep,SUV,compact,2016,excellent,gas,72215,automatic,4wd,4 cylinders,silver,8000~16000
ford,van,full-size,2012,like new,gas,90728,automatic,rwd,8 cylinders,white,8000~16000
jeep,SUV,full-size,2007,excellent,gas,94684,automatic,4wd,6 cylinders,green,8000~16000
ford,truck,full-size,2008,good,gas,143633,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2008,good,gas,143633,automatic,rwd,8 cylinders,white,8000~16000
ford,truck,full-size,2015,good,gas,164239,automatic,rwd,8 cylinders,white,8000~16000
chevrolet,pickup,full-size,2011,like new,gas,164890,automatic,4wd,8 cylinders,grey,8000~16000
ram,truck,full-size,2008,good,diesel,209854,automatic,rwd,6 cylinders,white,8000~16000
ram,truck,full-size,2008,good,diesel,209854,automatic,rwd,6 cylinders,white,8000~16000
ram,truck,full-size,2006,good,diesel,234962,automatic,4wd,6 cylinders,black,8000~16000
chevrolet,van,full-size,2011,good,gas,38539,automatic,rwd,8 cylinders,white,8000~16000
nissan,SUV,full-size,2017,like new,gas,62000,automatic,fwd,6 cylinders,white,8000~16000
chevrolet,van,full-size,2016,excellent,gas,85132,automatic,rwd,8 cylinders,white,8000~16000
acura,SUV,full-size,2010,good,gas,91085,automatic,4wd,6 cylinders,silver,8000~16000
rover,SUV,full-size,2011,good,gas,97220,automatic,4wd,8 cylinders,black,8000~16000
ford,van,full-size,2016,good,gas,157667,automatic,rwd,6 cylinders,white,8000~16000
ford,pickup,full-size,2011,excellent,gas,160470,automatic,4wd,8 cylinders,black,8000~16000
toyota,SUV,full-size,2013,good,gas,170038,automatic,rwd,6 cylinders,red,8000~16000
cadillac,sedan,full-size,2013,excellent,gas,76337,automatic,fwd,6 cylinders,black,8000~16000
toyota,SUV,full-size,2012,good,gas,101396,automatic,4wd,6 cylinders,grey,8000~16000
chevrolet,SUV,full-size,2013,excellent,gas,104000,automatic,rwd,8 cylinders,red,8000~16000
ford,hatchback,compact,2016,like new,gas,21700,manual,fwd,4 cylinders,white,8000~16000
nissan,sedan,mid-size,2017,excellent,gas,74318,automatic,fwd,4 cylinders,grey,8000~16000
ford,SUV,full-size,2015,good,gas,98347,automatic,4wd,6 cylinders,custom,8000~16000
jeep,offroad,mid-size,2004,excellent,gas,117000,automatic,4wd,6 cylinders,grey,8000~16000
chevrolet,SUV,full-size,2010,excellent,gas,132000,automatic,4wd,8 cylinders,white,8000~16000
ford,sedan,mid-size,2018,excellent,hybrid,31540,automatic,fwd,4 cylinders,red,16000~30000
nissan,sedan,mid-size,2019,excellent,gas,3872,automatic,fwd,4 cylinders,red,16000~30000
toyota,SUV,mid-size,2015,like new,gas,77982,automatic,4wd,4 cylinders,white,16000~30000
nissan,sedan,full-size,2016,like new,gas,55000,automatic,fwd,6 cylinders,white,16000~30000
ford,truck,full-size,2006,good,diesel,51806,automatic,rwd,6 cylinders,white,16000~30000
ford,truck,full-size,2006,good,diesel,51806,automatic,rwd,6 cylinders,white,16000~30000
chevrolet,SUV,full-size,2009,excellent,gas,133814,automatic,4wd,8 cylinders,blue,16000~30000
mercedes-benz,van,full-size,2012,good,gas,237439,automatic,rwd,6 cylinders,white,16000~30000
subaru,wagon,mid-size,2017,good,gas,92659,automatic,4wd,4 cylinders,silver,16000~30000
subaru,wagon,full-size,2018,good,gas,99195,automatic,4wd,4 cylinders,black,16000~30000
subaru,SUV,full-size,2014,good,gas,62782,automatic,4wd,4 cylinders,green,16000~30000
toyota,hatchback,mid-size,2017,excellent,hybrid,70000,automatic,fwd,4 cylinders,black,16000~30000
